Source,Target,Type,Id,Label
"CM","EN","Undirected","1","4.1.6"
"CR","EN","Undirected","2","4.1.6"
"EN","GT","Undirected","3","4.1.6"
"CM","CR","Undirected","4","4.1.6"
"CM","GT","Undirected","5","4.1.6"
"CR","GT","Undirected","6","4.1.6"
"CP","GT","Undirected","7","4.1.6"
"EN","GT","Undirected","8","4.1.6"
"CP","EN","Undirected","9","4.1.6"
"EP","MM","Undirected","10","4.2.3"
"EP","MA","Undirected","11","4.2.4"
"CO","JV","Undirected","12","4.3.4"
"CO","JV","Undirected","13","4.3.5"
"CO","MA","Undirected","14","4.3.6"
"CO","JV","Undirected","15","4.3.7"
"CO","JV","Undirected","16","4.3.8"
"CO","JV","Undirected","17","4.4.1"
"MM","PL","Undirected","18","4.4.2"
"JV","MO","Undirected","19","4.4.2"
"GA","MO","Undirected","20","4.4.2"
"GA","MM","Undirected","21","4.4.2"
"CO","TG","Undirected","22","4.5.1"
"CO","JV","Undirected","23","4.5.2"
"CO","TS","Undirected","24","4.5.3"
"CO","MA","Undirected","25","4.5.6"
"MN","TM","Undirected","26","4.6.1"
"MN","XA","Undirected","27","4.6.1"
"MN","XB","Undirected","28","4.6.1"
"XA","XB","Undirected","29","4.6.1"
"EP","MN","Undirected","30","4.6.1"
"GA","XA","Undirected","31","4.6.2"
"GA","XB","Undirected","32","4.6.2"
"XA","XB","Undirected","33","4.6.2"
"BG","GA","Undirected","34","4.6.2"
"GA","GL","Undirected","35","4.6.2"
"BK","GA","Undirected","36","4.6.2"
"GA","MO","Undirected","37","4.6.2"
"GA","XA","Undirected","38","4.6.2"
"GA","XB","Undirected","39","4.6.2"
"XA","XB","Undirected","40","4.6.2"
"BB","BJ","Undirected","41","4.6.3"
"BB","GU","Undirected","42","4.6.3"
"BB","TH","Undirected","43","4.6.3"
"BJ","GU","Undirected","44","4.6.3"
"BJ","TH","Undirected","45","4.6.3"
"GU","TH","Undirected","46","4.6.3"
"BB","BJ","Undirected","47","4.6.3"
"BB","GU","Undirected","48","4.6.3"
"BB","TH","Undirected","49","4.6.3"
"BB","GA","Undirected","50","4.6.3"
"BJ","GU","Undirected","51","4.6.3"
"BJ","TH","Undirected","52","4.6.3"
"BJ","GA","Undirected","53","4.6.3"
"GU","TH","Undirected","54","4.6.3"
"GA","GU","Undirected","55","4.6.3"
"GA","TH","Undirected","56","4.6.3"
"CO","MA","Undirected","57","4.8.1"
"CO","MA","Undirected","58","4.8.2"
"CR","MA","Undirected","59","4.8.3"
"CO","MA","Undirected","60","4.8.3"
"EP","MA","Undirected","61","4.8.3"
"BB","EP","Undirected","62","4.8.4"
"BJ","EP","Undirected","63","4.8.4"
"EP","GU","Undirected","64","4.8.4"
"EP","TH","Undirected","65","4.8.4"
"EP","QU","Undirected","66","4.8.4"
"EP","MO","Undirected","67","4.8.4"
"BB","BJ","Undirected","68","4.8.4"
"BB","GU","Undirected","69","4.8.4"
"BB","TH","Undirected","70","4.8.4"
"BB","QU","Undirected","71","4.8.4"
"BB","MO","Undirected","72","4.8.4"
"BJ","GU","Undirected","73","4.8.4"
"BJ","TH","Undirected","74","4.8.4"
"BJ","QU","Undirected","75","4.8.4"
"BJ","MO","Undirected","76","4.8.4"
"GU","TH","Undirected","77","4.8.4"
"GU","QU","Undirected","78","4.8.4"
"GU","MO","Undirected","79","4.8.4"
"QU","TH","Undirected","80","4.8.4"
"MO","TH","Undirected","81","4.8.4"
"MO","QU","Undirected","82","4.8.4"
"CO","MA","Undirected","83","4.8.6"
"GI","MG","Undirected","84","4.8.7"
