Source,Target,Type,Id,Label
"GP","TH","Undirected","1","2.1.19"
"BZ","TH","Undirected","2","2.2.2"
"TH","TM","Undirected","3","2.3.2"
"CO","TM","Undirected","4","2.3.3"
"PZ","TH","Undirected","5","2.3.3"
"CO","PZ","Undirected","6","2.3.3"
"CO","TM","Undirected","7","2.3.4"
"JV","LP","Undirected","8","2.3.6"
"DH","JV","Undirected","9","2.3.6"
"DH","LP","Undirected","10","2.3.6"
"CO","JV","Undirected","11","2.3.6"
"CF","JV","Undirected","12","2.3.6"
"CO","JV","Undirected","13","2.3.7"
"JV","TM","Undirected","14","2.3.8"
"CO","TM","Undirected","15","2.3.8"
"JV","TM","Undirected","16","2.3.8"
"JV","TH","Undirected","17","2.3.8"
"JV","TM","Undirected","18","2.3.8"
"TH","TM","Undirected","19","2.3.8"
"TH","TM","Undirected","20","2.3.8"
"AZ","EP","Undirected","21","2.3.8"
"EP","TM","Undirected","22","2.3.8"
"CO","TM","Undirected","23","2.3.8"
"JV","TH","Undirected","24","2.3.8"
"JV","TM","Undirected","25","2.3.9"
"JV","TH","Undirected","26","2.3.9"
"JV","TH","Undirected","27","2.3.10"
"CO","JV","Undirected","28","2.4.1"
"CO","JV","Undirected","29","2.4.2"
"CO","JV","Undirected","30","2.4.3"
"JV","LL","Undirected","31","2.4.3"
"JV","LL","Undirected","32","2.4.4"
"CO","LL","Undirected","33","2.4.4"
"CO","JV","Undirected","34","2.4.4"
"JA","JV","Undirected","35","2.4.5"
"CO","JV","Undirected","36","2.4.5"
"JV","LL","Undirected","37","2.4.5"
"CO","JV","Undirected","38","2.5.1"
"CO","JV","Undirected","39","2.5.2"
"JV","KA","Undirected","40","2.5.2"
"CO","JV","Undirected","41","2.5.3"
"CO","JV","Undirected","42","2.5.4"
"CO","JV","Undirected","43","2.5.5"
"CO","JV","Undirected","44","2.5.6"
"CO","JV","Undirected","45","2.5.7"
"FF","JV","Undirected","46","2.5.8"
"FF","JV","Undirected","47","2.5.9"
"JA","TH","Undirected","48","2.5.10"
"JA","LL","Undirected","49","2.5.10"
"JA","JV","Undirected","50","2.5.10"
"FF","JV","Undirected","51","2.8.1"
"FF","MI","Undirected","52","2.8.2"
"FF","MI","Undirected","53","2.8.3"
"FF","JV","Undirected","54","2.8.4"
"CO","JV","Undirected","55","2.8.4"
"FF","GR","Undirected","56","2.8.5"
"FF","GR","Undirected","57","2.8.7"
"FF","JV","Undirected","58","2.8.7"
"FF","MI","Undirected","59","2.8.8"
"FF","JV","Undirected","60","2.8.8"
"JV","MI","Undirected","61","2.8.8"
"FF","JV","Undirected","62","2.8.9"
