Id,Label,name,description,ebcU,fgcU,wtc4U,wtc5U,wtc6U,sgcU,infU,louU,optU,eigU,ebcW,fgcW,wtc4W,wtc5W,wtc6W,sgcW,infW,louW,optW,eigW,ebcUcolor,fgcUcolor,wtc4Ucolor,wtc5Ucolor,wtc6Ucolor,sgcUcolor,infUcolor,louUcolor,optUcolor,eigUcolor,ebcWcolor,fgcWcolor,wtc4Wcolor,wtc5Wcolor,wtc6Wcolor,sgcWcolor,infWcolor,louWcolor,optWcolor,eigWcolor
0.0,Courfeyrac,CR,"Courfeyrac, member, Friends of the ABC",1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,#CF7BCE,#79D269,#E48063,#67D1AC,#E57A96,#71CF9F,#86A1E0,#E47E64,#7DA5E0,#86A1E0,#D78DCD,#79D269,#E48063,#67D1AC,#E57A96,#71CF9F,#86A1E0,#E47E64,#7DA5E0,#86A1E0
1.0,Enjolras,EN,"Enjolras, chief of Friends of the ABC",1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,#CF7BCE,#79D269,#E48063,#67D1AC,#E57A96,#71CF9F,#86A1E0,#E47E64,#7DA5E0,#86A1E0,#D78DCD,#79D269,#E48063,#67D1AC,#E57A96,#71CF9F,#86A1E0,#E47E64,#7DA5E0,#86A1E0
2.0,Combeferre,CM,"Combeferre, member, Friends of the ABC",1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,#CF7BCE,#79D269,#E48063,#67D1AC,#E57A96,#71CF9F,#86A1E0,#E47E64,#7DA5E0,#86A1E0,#D78DCD,#79D269,#E48063,#67D1AC,#E57A96,#71CF9F,#86A1E0,#E47E64,#7DA5E0,#86A1E0
3.0,Bahorel,BA,"Bahorel, member, Friends of the ABC",1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,#CF7BCE,#79D269,#E48063,#67D1AC,#E57A96,#71CF9F,#86A1E0,#E47E64,#7DA5E0,#86A1E0,#D78DCD,#79D269,#E48063,#67D1AC,#E57A96,#71CF9F,#86A1E0,#E47E64,#7DA5E0,#86A1E0
4.0,Bossuet,BO,"Bossuet (Lesgle), member, Friends of the ABC",1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,#CF7BCE,#79D269,#E48063,#67D1AC,#E57A96,#71CF9F,#86A1E0,#E47E64,#7DA5E0,#86A1E0,#D78DCD,#79D269,#E48063,#67D1AC,#E57A96,#71CF9F,#86A1E0,#E47E64,#7DA5E0,#86A1E0
5.0,Feuilly,FE,"Feuilly, member, Friends of the ABC",1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,#CF7BCE,#79D269,#E48063,#67D1AC,#E57A96,#71CF9F,#86A1E0,#E47E64,#7DA5E0,#86A1E0,#D78DCD,#79D269,#E48063,#67D1AC,#E57A96,#71CF9F,#86A1E0,#E47E64,#7DA5E0,#86A1E0
6.0,Joly,JO,"Joly, member Friends of the ABC",1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,#CF7BCE,#79D269,#E48063,#67D1AC,#E57A96,#71CF9F,#86A1E0,#E47E64,#7DA5E0,#86A1E0,#D78DCD,#79D269,#E48063,#67D1AC,#E57A96,#71CF9F,#86A1E0,#E47E64,#7DA5E0,#86A1E0
7.0,Card player,CP,Man playing cards with Grantaire,1.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,#CF7BCE,#79D269,#E48063,#67D1AC,#E57A96,#71CF9F,#86A1E0,#E47E64,#7DA5E0,#67D1AC,#67CE8B,#79D269,#E48063,#67D1AC,#E57A96,#71CF9F,#86A1E0,#E47E64,#7DA5E0,#67D1AC
8.0,Mme Burgon,BU,"Mme Burgon (aka Bougon), new concierge at the Gorbeau tenement",1.0,3.0,2.0,4.0,5.0,5.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,#CF7BCE,#E48063,#79D269,#E0884C,#D86CDC,#DA73CF,#E57A96,#71CF9F,#71CF9F,#E0884C,#ED6095,#E48063,#79D269,#E0884C,#D86CDC,#E47E64,#E57A96,#71CF9F,#71CF9F,#E0884C
9.0,Babet,BB,"Babet, member, Patron-Minette",2.0,4.0,4.0,6.0,6.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,6.0,6.0,5.0,2.0,1.0,3.0,3.0,#65C3CC,#CBBF54,#CBBF54,#B6BC6B,#B6BC6B,#7DA5E0,#67D1AC,#7DA5E0,#E47E64,#E57A96,#DD8F39,#CBBF54,#CBBF54,#B6BC6B,#B6BC6B,#DA73CF,#67D1AC,#7DA5E0,#E47E64,#E57A96
